17	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='170' drel='lwg__vaux:दी' chunkType='child:VGF' name='है'>
18	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:दी' posn='180' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="20">
1	आज	NN	<fs af='आज,n,m,sg,3,d,0,0' posn='10' drel='nmod:सुबह' chunkType='child:NP' name='आज'>
2	सुबह	NN	<fs af='सुबह,n,f,sg,3,d,0,0' drel='k7p:लिया' posn='20' name='सुबह' chunkId='NP' chunkType='head:NP'>
3	चीन	NNP	<fs af='चीन,n,m,sg,3,o,0_का,0' drel='r6:मंत्री' posn='30' vpos='vib_2' name='चीन' chunkId='NP2' chunkType='head:NP2'>
4	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='40' drel='lwg__psp:चीन' chunkType='child:NP2' name='के'>
5	विदेश	NNPC	<fs af='विदेश,n,m,sg,3,d,0,0' posn='50' drel='pof__cn:मंत्री' chunkType='child:NP3' name='विदेश'>
6	मंत्री	NNP	<fs af='मंत्री,n,m,sg,3,o,0_ने,0' drel='k1:लिया' posn='60' vpos='vib_3_RP' name='मंत्री' chunkId='NP3' chunkType='head:NP3'>
7	ने	PSP	<fs af='ने,psp,,,,,,' posn='70' drel='lwg__psp:मंत्री' chunkType='child:NP3' name='ने'>
8	भी	RP	<fs af='भी,avy,,,,,,' posn='80' drel='lwg__rp:मंत्री' chunkType='child:NP3' name='भी'>
9	विदेश	NNPC	<fs af='विदेश,n,m,sg,3,d,0,0' posn='90' drel='pof__cn:मंत्री2' chunkType='child:NP4' name='विदेश2' cref='i15%0:t6'>
10	मंत्री	NNP	<fs af='मंत्री,n,m,sg,3,d,0,0' posn='100' drel='nmod__adj:सिंह' chunkType='child:NP4' name='मंत्री2' cref='i15%1:t6' crefHead='मंत्री:i15' crefType='part-of:i15'>
11	नटवर	NNPC	<fs af='नटवर,n,m,sg,3,d,0,0' posn='110' drel='pof__cn:सिंह' chunkType='child:NP4' name='नटवर' cref='i16%0:t6'>
12	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0_को,0' drel='k2:करके' posn='120' vpos='vib_vib_5' name='सिंह' chunkId='NP4' chunkType='head:NP4' cref='i16%1:t6' crefHead='सिंह:i16' crefType='part-of:i15'>
13	को	PSP	<fs af='को,psp,,,,,,' posn='130' drel='lwg__psp:सिंह' chunkType='child:NP4' name='को'>
14	फोन	NN	<fs af='फोन,n,m,sg,3,d,0,0' drel='pof:करके' posn='140' name='फोन' chunkId='NP5' chunkType='head:NP5'>
15	करके	VM	<fs af='कर,v,any,any,any,,कर,kara' drel='vmod:लिया' posn='150' name='करके' chunkId='VGNF' chunkType='head:VGNF'>
16	स्थिति	NN	<fs af='स्थिति,n,f,sg,3,o,0_का,0' drel='r6-k2:जायज़ा' posn='160' vpos='vib_2' name='स्थिति' chunkId='NP6' chunkType='head:NP6'>
17	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='170' drel='lwg__psp:स्थिति' chunkType='child:NP6' name='का'>
18	जायज़ा	NN	<fs af='जायजा,n,m,sg,3,d,0,0' drel='pof:लिया' posn='180' name='जायज़ा' chunkId='NP7' chunkType='head:NP7'>
19	लिया	VM	<fs af='ले,v,m,sg,3,,या,yA' drel='ccof:और' stype='declarative' posn='190' voicetype='active' name='लिया' chunkId='VGF' chunkType='head:VGF'>
20	और	CC	<fs af='और,avy,,,,,,' posn='200' name='और' chunkId='CCP' chunkType='head:CCP'>
21	राहत	NNC	<fs af='राहत,n,f,sg,3,d,0,0' posn='210' drel='pof__cn:कार्यो' chunkType='child:NP8' name='राहत'>
22	कार्यो	NN	<fs af='कार्य,n,m,pl,3,o,0_के_बारे_में,0' drel='k7:की' posn='220' vpos='vib_3_4_5' name='कार्यो' chunkId='NP8' chunkType='head:NP8'>
23	के	PSP	<fs af='के,psp,,,,,,' posn='230' drel='lwg__psp:कार्यो' chunkType='child:NP8' name='के2'>
24	बारे	PSP	<fs af='बारे,psp,,,,,,' posn='240' drel='lwg__psp:कार्यो' chunkType='child:NP8' name='बारे'>
25	में	PSP	<fs af='में,psp,,,,,,' posn='250' drel='lwg__psp:कार्यो' chunkType='child:NP8' name='में'>
26	बात	NN	<fs af='बात,n,f,sg,3,d,0,0' drel='pof:की' posn='260' name='बात' chunkId='NP9' chunkType='head:NP9'>
27	की	VM	<fs af='कर,v,f,sg,3,,या_है,yA' drel='ccof:और' stype='declarative' posn='270' voicetype='active' vpos='tam_2' name='की' chunkId='VGF2' chunkType='head:VGF2'>
28	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='280' drel='lwg__vaux:की' chunkType='child:VGF2' name='है'>
29	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:और' posn='290' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="21">
1	इंडोनेशिया	NNP	<fs af='इंडोनेशिया,n,m,sg,3,o,0_का,0' drel='r6:मंत्री' posn='10' vpos='vib_2' name='इंडोनेशिया' chunkId='NP' chunkType='head:NP'>
2	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='20' drel='lwg__psp:इंडोनेशिया' chunkType='child:NP' name='के'>
3	विदेश	NNPC	<fs af='विदेश,n,m,sg,3,d,0,0' posn='30' drel='pof__cn:मंत्री' chunkType='child:NP2' name='विदेश'>
4	मंत्री	NNP	<fs af='मंत्री,n,m,sg,3,o,0_ने,0' drel='k1:की' posn='40' vpos='vib_3_RP' name='मंत्री' chunkId='NP2' chunkType='head:NP2'>
5	ने	PSP	<fs af='ने,psp,,,,,,' posn='50' drel='lwg__psp:मंत्री' chunkType='child:NP2' name='ने'>
6	भी	RP	<fs af='भी,avy,,,,,,' posn='60' drel='lwg__rp:मंत्री' chunkType='child:NP2' name='भी'>
7	आपदा	NN	<fs af='आपदा,n,f,sg,3,o,0_के_बारे_में,0' drel='k7:की' posn='70' vpos='vib_2_3_4' name='आपदा' chunkId='NP3' chunkType='head:NP3'>
8	के	PSP	<fs af='के,psp,,,,,,' posn='80' drel='lwg__psp:आपदा' chunkType='child:NP3' name='के2'>
9	बारे	PSP	<fs af='बारे,psp,,,,,,' posn='90' drel='lwg__psp:आपदा' chunkType='child:NP3' name='बारे'>
10	में	PSP	<fs af='में,psp,,,,,,' posn='100' drel='lwg__psp:आपदा' chunkType='child:NP3' name='में'>
11	बात	NN	<fs af='बात,n,f,sg,3,d,0,0' drel='pof:की' posn='110' name='बात' chunkId='NP4' chunkType='head:NP4'>
12	की	VM	<fs af='कर,v,f,sg,3,,या_है,yA' stype='declarative' posn='120' voicetype='active' vpos='tam_2' name='की' chunkId='VGF' chunkType='head:VGF'>
13	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='130' drel='lwg__vaux:की' chunkType='child:VGF' name='है'>
14	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:की' posn='140' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="22">
1	परियोजना	NN	<fs af='परियोजना,n,f,sg,3,o,0_में,0' drel='k7:किया' posn='10' vpos='vib_2' name='परियोजना' chunkId='NP' chunkType='head:NP'>
2	में	PSP	<fs af='में,psp,,,,,,' posn='20' drel='lwg__psp:परियोजना' chunkType='child:NP' name='में'>
3	विश्व	NNPC	<fs af='विश्व,n,m,sg,3,d,0,0' posn='30' drel='pof__cn:बैंक' chunkType='child:NP2' name='विश्व'>
4	बैंक	NNP	<fs af='बैंक,n,m,sg,3,o,0_का,0' drel='r6:प्रतिनिधि' posn='40' vpos='vib_3' name='बैंक' chunkId='NP2' chunkType='head:NP2'>
5	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='50' drel='lwg__psp:बैंक' chunkType='child:NP2' name='के'>
6	एक	QC	<fs af='एक,num,any,any,,any,,' posn='60' drel='nmod__adj:प्रतिनिधि' chunkType='child:NP3' name='एक'>
7	प्रतिनिधि	NN	<fs af='प्रतिनिधि,n,m,sg,3,o,0_को,0' drel='k2:किया' posn='70' vpos='vib_3_RP' name='प्रतिनिधि' chunkId='NP3' chunkType='head:NP3'>
8	को	PSP	<fs af='को,psp,,,,,,' posn='80' drel='lwg__psp:प्रतिनिधि' chunkType='child:NP3' name='को'>
9	भी	RP	<fs af='भी,avy,,,,,,' posn='90' drel='lwg__rp:प्रतिनिधि' chunkType='child:NP3' name='भी'>
10	शरीक	JJ	<fs af='शरीक,adj,any,any,,,,' drel='pof:किया' posn='100' name='शरीक' chunkId='JJP' chunkType='head:JJP'>
11	किया	VM	<fs af='कर,v,m,sg,3,,या_जा_रह+या_है,yA' stype='declarative' posn='110' voicetype='passive' vpos='tam_2_3_4' name='किया' chunkId='VGF' chunkType='head:VGF'>
12	जा	VAUX	<fs af='जा,v,any,any,any,,0,0' posn='120' drel='lwg__vaux:किया' chunkType='child:VGF' name='जा'>
13	रहा	VAUX	<fs af='रह,v,m,sg,3,,या,yA' posn='130' drel='lwg__vaux:किया' chunkType='child:VGF' name='रहा'>
14	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='140' drel='lwg__vaux:किया' chunkType='child:VGF' name='है'>
15	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:किया' posn='150' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


</text>
</tb>
</body>
</document>

