8	पर	PSP	<fs af='पर,psp,,,,,,' posn='80' drel='lwg__psp:उमा' chunkType='child:NP3' name='पर'>
9	मामले	NN	<fs af='मामला,n,m,pl,3,d,0,0' drel='k2:खुलवाने' posn='90' name='मामले' chunkId='NP4' chunkType='head:NP4'>
10	दोबारा	RB	<fs af='दोबारा,adv,,,,,,' drel='adv:खुलवाने' posn='100' name='दोबारा' chunkId='RBP' chunkType='head:RBP'>
11	खुलवाने	VM	<fs af='खुलवा,v,any,sg,any,o,ना_का,nA' drel='r6-k2:फैसला' posn='110' vpos='tam_2' name='खुलवाने' chunkId='VGNN' chunkType='head:VGNN'>
12	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='120' drel='lwg__psp:खुलवाने' chunkType='child:VGNN' name='का'>
13	फैसला	NN	<fs af='फैसला,n,m,sg,3,d,0,0' drel='pof:लिया' posn='130' name='फैसला' chunkId='NP5' chunkType='head:NP5'>
14	लिया	VM	<fs af='ले,v,m,sg,3,,या_था,yA' drel='ccof:लेकिन' stype='declarative' posn='140' voicetype='active' vpos='tam_2' name='लिया' chunkId='VGF' chunkType='head:VGF'>
15	था	VAUX	<fs af='था,v,m,sg,3,,था,WA' posn='150' drel='lwg__vaux:लिया' chunkType='child:VGF' name='था'>
16	लेकिन	CC	<fs af='लेकिन,avy,,,,,,' posn='160' name='लेकिन' chunkId='CCP' chunkType='head:CCP'>
17	सोमवार	NNP	<fs af='सोमवार,n,m,sg,3,o,0_को,0' drel='k7t:चौंका' posn='170' vpos='vib_2' name='सोमवार' chunkId='NP6' chunkType='head:NP6'>
18	को	PSP	<fs af='को,psp,,,,,,' posn='180' drel='lwg__psp:सोमवार' chunkType='child:NP6' name='को'>
19	राज्य	NN	<fs af='राज्य,n,m,sg,3,o,0_का,0' drel='r6:महाधिवक्ता' posn='190' vpos='vib_2' name='राज्य' chunkId='NP7' chunkType='head:NP7' cref='i16%1:t2' crefHead='राज्य:i16' crefType='part-of:i15'>
20	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='200' drel='lwg__psp:राज्य' chunkType='child:NP7' name='के'>
21	महाधिवक्ता	NN	<fs af='महाधिवक्ता,n,m,sg,3,o,0_ने,0' drel='k1:चौंका' posn='210' vpos='vib_2' name='महाधिवक्ता' chunkId='NP8' chunkType='head:NP8'>
22	ने	PSP	<fs af='ने,psp,,,,,,' posn='220' drel='lwg__psp:महाधिवक्ता' chunkType='child:NP8' name='ने2'>
23	हाई	NNC	<fs af='हाई,adj,any,any,,o,,' posn='230' drel='pof__cn:कोर्ट' chunkType='child:NP9' name='हाई' cref='i38%0:t11'>
24	कोर्ट	NN	<fs af='कोर्ट,n,m,sg,3,o,0_में,0' drel='k7p:चौंका' posn='240' vpos='vib_3' name='कोर्ट' chunkId='NP9' chunkType='head:NP9' cref='i38%1:t11' crefHead='कोर्ट:i38' crefType='part-of:i37'>
25	में	PSP	<fs af='में,psp,,,,,,' posn='250' drel='lwg__psp:कोर्ट' chunkType='child:NP9' name='में'>
26	यह	PRP	<fs af='यह,pn,any,sg,3,d,0,0' drel='k2:कहकर' posn='260' name='यह' chunkId='NP10' chunkType='head:NP10' cref='i42%1:t13' crefHead='यह:i42' crefType='anaphora-?:i42'>
27	कहकर	VM	<fs af='कह,v,any,any,any,,कर,kara' drel='vmod:चौंका' posn='270' name='कहकर' chunkId='VGNF' chunkType='head:VGNF'>
28	चौंका	VM	<fs af='चौंका,v,any,sg,3,,0_दे+या,0' drel='ccof:लेकिन' stype='declarative' posn='280' voicetype='active' vpos='tam_2' name='चौंका' chunkId='VGF2' chunkType='head:VGF2'>
29	दिया	VAUX	<fs af='दे,v,m,sg,3,,या,yA' posn='290' drel='lwg__vaux:चौंका' chunkType='child:VGF2' name='दिया'>
30	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:चौंका' posn='300' name='कि' chunkId='CCP2' chunkType='head:CCP2'>
31	सरकार	NN	<fs af='सरकार,n,f,sg,3,d,0,0' drel='k1:है' posn='310' name='सरकार2' chunkId='NP11' chunkType='head:NP11'>
32	मामले	NN	<fs af='मामला,n,m,pl,3,d,0,0' drel='k2:लेने' posn='320' name='मामले2' chunkId='NP12' chunkType='head:NP12'>
33	वापस	JJ	<fs af='वापस,adj,any,any,,,,' drel='pof:लेने' posn='330' name='वापस' chunkId='JJP' chunkType='head:JJP'>
34	लेने	VM	<fs af='ले,v,any,any,any,o,ना_पर,nA' drel='rt:है' posn='340' vpos='tam_2' name='लेने' chunkId='VGNN2' chunkType='head:VGNN2'>
35	पर	PSP	<fs af='पर,psp,,,,,,' posn='350' drel='lwg__psp:लेने' chunkType='child:VGNN2' name='पर2'>
36	सहमत	JJ	<fs af='सहमत,adj,any,any,,,,' drel='pof:है' posn='360' name='सहमत' chunkId='JJP2' chunkType='head:JJP2'>
37	है	VM	<fs af='है,v,any,sg,3,,है,hE' drel='ccof:कि' stype='declarative' posn='370' voicetype='active' name='है' chunkId='VGF3' chunkType='head:VGF3'>
38	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:लेकिन' posn='380' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


</text>
</tb>
</body>
</document>

