7	करोड़	QC	<fs af='करोड,num,any,any,,any,,' posn='70' drel='nmod__adj:छात्रों' chunkType='child:NP2' name='करोड़'>
8	छात्रों	NN	<fs af='छात्र,n,m,pl,3,o,0_में_से,0' drel='k5:करते' posn='80' vpos='vib_4_5' name='छात्रों' chunkId='NP2' chunkType='head:NP2'>
9	में	PSP	<fs af='में,psp,,,,,,' posn='90' drel='lwg__psp:छात्रों' chunkType='child:NP2' name='में2'>
10	से	PSP	<fs af='से,psp,,,,,,' posn='100' drel='lwg__psp:छात्रों' chunkType='child:NP2' name='से'>
11	करीब	RP	<fs af='करीब,avy,,,,,,' drel='k1:करते' posn='110' name='करीब' chunkId='NP3' chunkType='head:NP3' cref='i19%0:t6' crefHead='करीब:i19'>
12	४०	QCC	<fs af='४०,num,any,any,,any,,' posn='120' drel='mod:करीब' chunkType='child:NP3' name='४०' cref='i19%0:t6'>
13	लाख	QC	<fs af='लाख,num,any,any,,any,,' posn='130' drel='mod:करीब' chunkType='child:NP3' name='लाख' cref='i19%1:t6'>
14	मिडिल	NNC	<fs af='मिडिल,adj,any,any,,o,,' posn='140' drel='pof__cn:स्कूलों2' chunkType='child:NP4' name='मिडिल' cref='i17%0:t5'>
15	स्कूलों	NN	<fs af='स्कूल,n,m,pl,3,o,0_में,0' drel='k7p:करते' posn='150' vpos='vib_3' name='स्कूलों2' chunkId='NP4' chunkType='head:NP4' cref='i17%1:t5' crefHead='स्कूलों:i17'>
16	में	PSP	<fs af='में,psp,,,,,,' posn='160' drel='lwg__psp:स्कूलों2' chunkType='child:NP4' name='में3'>
17	प्रवेश	NN	<fs af='प्रवेश,n,m,sg,3,d,0,0' drel='pof:करते' posn='170' name='प्रवेश' chunkId='NP5' chunkType='head:NP5'>
18	करते	VM	<fs af='कर,v,m,pl,3,,ता_है,wA' drel='ccof:NULL' stype='declarative' posn='180' voicetype='active' vpos='tam_2' name='करते' chunkId='VGF' chunkType='head:VGF'>
19	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='190' drel='lwg__vaux:करते' chunkType='child:VGF' name='हैं'>
20	,	SYM	<fs af='COMMA,punc,,,,,,' posn='200' drel='rsym:करते' chunkType='child:VGF' name=','>
21	NULL	CC	<fs mtype='gap' troot='और' name='NULL' chunkId='NULL__CCP' chunkType='head:NULL__CCP'>
22	जहां	PRP	<fs af='जहाँ,pn,,,,d,,' drel='k7p:दी' posn='210' name='जहां' chunkId='NP6' chunkType='head:NP6' cref='i18%1:t5' crefHead='जहां:i18'>
23	उन्हें	PRP	<fs af='वह,pn,any,pl,3,o,को,ko' drel='k4:दी' posn='220' name='उन्हें' chunkId='NP7' chunkType='head:NP7' cref='i20%1:t6' crefHead='उन्हें:i20'>
24	जिहाद	NN	<fs af='जिहाद,n,f,sg,3,o,0_पर,0' drel='k7:दी' posn='230' vpos='vib_2' name='जिहाद' chunkId='NP8' chunkType='head:NP8' cref='i9%1:t2' crefHead='जिहाद:i9' crefType='part-of:i8'>
25	पर	PSP	<fs af='पर,psp,,,,,,' posn='240' drel='lwg__psp:जिहाद' chunkType='child:NP8' name='पर'>
26	आगे	NST	<fs af='आगे,nst,m,sg,3,d,,' drel='k7t:दी' posn='250' name='आगे' chunkId='NP9' chunkType='head:NP9'>
27	भी	RP	<fs af='भी,avy,,,,,,' posn='260' drel='lwg__rp:आगे' chunkType='child:NP9' name='भी'>
28	घुट्टी	NN	<fs af='घुट्टी,n,f,sg,3,d,0,0' drel='pof:दी' posn='270' name='घुट्टी' chunkId='NP10' chunkType='head:NP10'>
29	दी	VM	<fs af='दे,v,f,sg,3,,या_जा+ता_है,yA' drel='ccof:NULL' stype='declarative' posn='280' voicetype='passive' vpos='tam_2_3' name='दी' chunkId='VGF2' chunkType='head:VGF2'>
30	जाती	VAUX	<fs af='जा,v,f,sg,3,,ता,wA' posn='290' drel='lwg__vaux:दी' chunkType='child:VGF2' name='जाती'>
31	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='300' drel='lwg__vaux:दी' chunkType='child:VGF2' name='है'>
32	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:NULL' posn='310' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


</text>
</tb>
</body>
</document>

