24	कोई	PRP	<fs af='कोई,pn,any,sg,3,d,0,0' posn='230' drel='nmod__adj:प्रभाव' chunkType='child:NP8' name='कोई' cref='i57%1:t18' crefHead='कोई:i57' crefType='anaphora-?:i57'>
25	प्रभाव	NN	<fs af='प्रभाव,n,m,sg,3,d,0,0' drel='pof:पड़ेगा' posn='240' name='प्रभाव' chunkId='NP8' chunkType='head:NP8'>
26	नहीं	NEG	<fs af='नहीं,avy,,,,,,' posn='250' drel='lwg__neg:पड़ेगा' chunkType='child:VGF3' name='नहीं'>
27	पड़ेगा	VM	<fs af='पड,v,m,sg,3,,गा,gA' drel='ccof:कि2' stype='declarative' posn='260' voicetype='active' name='पड़ेगा' chunkId='VGF3' chunkType='head:VGF3'>
28	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:है' posn='270' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="13">
1	बहरहाल	CC	<fs af='बहरहाल,avy,,,,,,' posn='10' name='बहरहाल' chunkId='CCP' chunkType='head:CCP'>
2	,	SYM	<fs af='COMMA,punc,,,,,,' posn='20' drel='rsym:बहरहाल' chunkType='child:CCP' name=','>
3	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' drel='k1:लगाया' posn='30' name='उन्होंने' chunkId='NP' chunkType='head:NP' cref='i24%1:t2' crefHead='उन्होंने:i24'>
4	यह	PRP	<fs af='यह,pn,any,sg,3,d,0,0' drel='k2:लगाया' posn='40' name='यह' chunkId='NP2' chunkType='head:NP2' cref='i50%1:t13' crefHead='यह:i50' crefType='anaphora-?:i50'>
5	भी	RP	<fs af='भी,avy,,,,,,' posn='50' drel='lwg__rp:यह' chunkType='child:NP2' name='भी'>
6	आरोप	NN	<fs af='आरोप,n,m,sg,3,d,0,0' drel='pof:लगाया' posn='60' name='आरोप' chunkId='NP3' chunkType='head:NP3'>
7	लगाया	VM	<fs af='लगा,v,m,sg,3,,या,yA' drel='ccof:बहरहाल' stype='declarative' posn='70' voicetype='active' name='लगाया' chunkId='VGF' chunkType='head:VGF'>
8	कि	CC	<fs af='कि,avy,,,,,,' drel='rs:यह' posn='80' name='कि' chunkId='CCP2' chunkType='head:CCP2'>
9	आतंकवाद	NN	<fs af='आतंकवाद,n,m,sg,3,o,0_पर,0' drel='k7:रही' posn='90' vpos='vib_2' name='आतंकवाद' chunkId='NP4' chunkType='head:NP4'>
10	पर	PSP	<fs af='पर,psp,,,,,,' posn='100' drel='lwg__psp:आतंकवाद' chunkType='child:NP4' name='पर'>
11	सरकार	NN	<fs af='सरकार,n,f,sg,3,d,0,0' drel='k1:रही' posn='110' name='सरकार' chunkId='NP5' chunkType='head:NP5' cref='i15%1:t5' crefHead='सरकार:i15' crefType='part-of:i14'>
12	एक	QC	<fs af='एक,num,any,any,,any,,' posn='120' drel='nmod__adj:नीति' chunkType='child:NP6' name='एक' cref='i52%0:t14'>
13	प्रभावी	JJ	<fs af='प्रभावी,adj,any,any,,d,,' posn='130' drel='nmod__adj:नीति' chunkType='child:NP6' name='प्रभावी' cref='i52%0:t14'>
14	नीति	NN	<fs af='नीति,n,f,sg,3,d,0,0' drel='k2:बनाने' posn='140' name='नीति' chunkId='NP6' chunkType='head:NP6' cref='i52%1:t14' crefHead='नीति:i52'>
15	बनाने	VM	<fs af='बना,v,any,any,any,o,ना,nA' drel='ccof:और' posn='150' name='बनाने' chunkId='VGNN' chunkType='head:VGNN'>
16	और	CC	<fs af='और,avy,,,,,,' drel='k7:रही' posn='160' name='और' chunkId='CCP3' chunkType='head:CCP3'>
17	उस	PRP	<fs af='वह,pn,any,sg,3,o,0_पर,0' drel='k7:करने' posn='170' vpos='vib_2' name='उस' chunkId='NP7' chunkType='head:NP7' cref='i51%1:t14' crefHead='उस:i51'>
18	पर	PSP	<fs af='पर,psp,,,,,,' posn='180' drel='lwg__psp:उस' chunkType='child:NP7' name='पर2'>
19	अमल	NN	<fs af='अमल,n,m,sg,3,d,0,0' drel='pof:करने' posn='190' name='अमल' chunkId='NP8' chunkType='head:NP8'>
20	करने	VM	<fs af='कर,v,any,any,any,o,ना_में,nA' drel='ccof:और' posn='200' vpos='tam_2' name='करने' chunkId='VGNN2' chunkType='head:VGNN2'>
21	में	PSP	<fs af='में,psp,,,,,,' posn='210' drel='lwg__psp:करने' chunkType='child:VGNN2' name='में'>
22	नाकाम	JJ	<fs af='नाकाम,adj,any,any,,,,' drel='pof:रही' posn='220' name='नाकाम' chunkId='JJP' chunkType='head:JJP'>
23	रही	VM	<fs af='रह,v,f,sg,3,,या_है,yA' drel='ccof:कि' stype='declarative' posn='230' voicetype='active' vpos='tam_2' name='रही' chunkId='VGF2' chunkType='head:VGF2'>
24	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='240' drel='lwg__vaux:रही' chunkType='child:VGF2' name='है'>
25	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:बहरहाल' posn='250' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


</text>
</tb>
</body>
</document>

